Subj	Item	Trial	List	Item.text	Response	Corr	CorrResp	RT	RespCat
vpc306	critical-1VPC-P_30	52	5	[We will mark the pages]	Yes	1	Yes	1148	Hit
vpc306	critical-1VPC-P_32	61	5	[We will buy up the supplies]	No	1	No	2132	CorrReject
vpc306	critical-1VPC-P_27	63	5	[We will call forth the juror]	Yes	1	Yes	823	Hit
vpc306	critical-1VPC-P_19	80	5	[They will keep up the secret]	Yes	1	Yes	1891	Hit
vpc306	critical-1VPC-P_24	88	5	[They will find out the word]	Yes	0	No	1291	FalseAlarm
vpc306	critical-1VPC-P_13	89	5	[She will finish the game]	No	1	No	910	CorrReject
vpc306	critical-1VPC-P_12	99	5	[She will give away the prizes]	Yes	0	No	1270	FalseAlarm
vpc306	critical-1VPC-P_23	102	5	[They will throw over the frisbee]	Yes	1	Yes	890	Hit
vpc306	critical-1VPC-P_29	103	5	[We will make the model]	No	1	No	1274	CorrReject
vpc306	critical-1VPC-P_6	104	5	[He will hold the lizard]	No	0	Yes	1927	Miss
vpc306	critical-1VPC-P_5	105	5	[He will run the trail]	Yes	0	No	1618	FalseAlarm
vpc306	critical-1VPC-P_25	106	5	[We will bring the dog]	Yes	0	No	925	FalseAlarm
vpc306	critical-1VPC-P_10	113	5	[She will drive the trucks]	Yes	1	Yes	964	Hit
vpc306	critical-1VPC-P_26	115	5	[We will bail the prisoner]	Yes	1	Yes	1118	Hit
vpc306	critical-1VPC-P_17	122	5	[They will boil the soup]	No	1	No	867	CorrReject
vpc306	critical-1VPC-P_20	123	5	[They will pull down the photo]	No	1	No	1259	CorrReject
vpc306	critical-1VPC-P_1	128	5	[He will bring the crowd]	No	1	No	1281	CorrReject
vpc306	critical-1VPC-P_28	129	5	[We will charge up the phone]	Yes	0	No	859	FalseAlarm
vpc306	critical-1VPC-P_2	130	5	[He wil round the fractions]	Yes	1	Yes	907	Hit
vpc306	critical-1VPC-P_3	133	5	[He will eat up the spaghetti]	No	0	Yes	1135	Miss
vpc306	critical-1VPC-P_31	140	5	[We will set off the timer]	Yes	1	Yes	940	Hit
vpc306	critical-1VPC-P_8	142	5	[He will hold down the job]	No	1	No	1229	CorrReject
vpc306	critical-1VPC-P_21	143	5	[They will seal the bag]	Yes	0	No	1096	FalseAlarm
vpc306	critical-1VPC-P_9	148	5	[She will break the stick]	No	1	No	953	CorrReject
vpc306	critical-1VPC-P_11	151	5	[She will close down the slide]	Yes	1	Yes	1341	Hit
vpc3060	critical-1VPC-P_28	5	1	[We will charge up the phone]	No	1	No	2081	CorrReject
vpc3060	critical-1VPC-P_12	11	1	[She will give away the prizes]	No	1	No	2458	CorrReject
vpc3060	critical-1VPC-P_10	15	1	[She will drive the trucks]	Yes	1	Yes	1479	Hit
vpc3060	critical-1VPC-P_20	16	1	[They will pull down the photo]	No	1	No	1782	CorrReject
vpc3060	critical-1VPC-P_31	20	1	[We will set off the timer]	Yes	1	Yes	2209	Hit
vpc3060	critical-1VPC-P_27	26	1	[We will call forth the juror]	Yes	1	Yes	1607	Hit
vpc3060	critical-1VPC-P_4	32	1	[He will cut up the meat]	No	1	No	2374	CorrReject
vpc3060	critical-1VPC-P_18	34	1	[They will mark the lumber]	Yes	1	Yes	1448	Hit
vpc3060	critical-1VPC-P_19	41	1	[They will keep up the secret]	Yes	1	Yes	1266	Hit
vpc3060	critical-1VPC-P_26	44	1	[We will bail the prisoner]	Yes	1	Yes	1447	Hit
vpc3060	critical-1VPC-P_2	45	1	[He wil round the fractions]	No	0	Yes	1607	Miss
vpc3060	critical-1VPC-P_14	46	1	[She will clear the drawer]	Yes	1	Yes	2120	Hit
vpc3060	critical-1VPC-P_7	47	1	[He will see through the rumors]	Yes	1	Yes	1842	Hit
vpc3060	critical-1VPC-P_29	49	1	[We will make the model]	No	1	No	1576	CorrReject
vpc3060	critical-1VPC-P_8	59	1	[He will hold down the job]	No	1	No	1518	CorrReject
vpc3060	critical-1VPC-P_3	69	1	[He will eat up the spaghetti]	Yes	1	Yes	1268	Hit
vpc3060	critical-1VPC-P_25	70	1	[We will bring the dog]	No	1	No	1689	CorrReject
vpc3060	critical-1VPC-P_24	74	1	[They will find out the word]	No	1	No	1605	CorrReject
vpc3060	critical-1VPC-P_5	79	1	[He will run the trail]	No	1	No	1678	CorrReject
vpc3060	critical-1VPC-P_30	80	1	[We will mark the pages]	Yes	1	Yes	1872	Hit
vpc3060	critical-1VPC-P_21	100	1	[They will seal the bag]	No	1	No	2172	CorrReject
vpc3060	critical-1VPC-P_16	109	1	[She will buy out the store]	No	1	No	1365	CorrReject
vpc3060	critical-1VPC-P_23	120	1	[They will throw over the frisbee]	Yes	1	Yes	1341	Hit
vpc3060	critical-1VPC-P_17	121	1	[They will boil the soup]	No	1	No	1705	CorrReject
vpc3060	critical-1VPC-P_22	126	1	[They will look the part]	Yes	1	Yes	1876	Hit
vpc3060	critical-1VPC-P_6	127	1	[He will hold the lizard]	Yes	1	Yes	1701	Hit
vpc3060	critical-1VPC-P_11	134	1	[She will close down the slide]	No	0	Yes	2400	Miss
vpc3060	critical-1VPC-P_32	146	1	[We will buy up the supplies]	No	1	No	1763	CorrReject
vpc3060	critical-1VPC-P_1	151	1	[He will bring the crowd]	No	1	No	1249	CorrReject
vpc3060	critical-1VPC-P_9	159	1	[She will break the stick]	No	1	No	1480	CorrReject
vpc3060	critical-1VPC-P_15	160	1	[She will patch up the tire]	Yes	1	Yes	1441	Hit
vpc3061	critical-1VPC-P_23	1	8	[They will check over the essays]	No	1	No	2490	CorrReject
vpc3061	critical-1VPC-P_11	5	8	[She will shut down the computer]	No	1	No	1190	CorrReject
vpc3061	critical-1VPC-P_1	10	8	[He will hold the line]	Yes	1	Yes	759	Hit
vpc3061	critical-1VPC-P_10	12	8	[She will check out the books]	Yes	1	Yes	802	Hit
vpc3061	critical-1VPC-P_8	24	8	[He will strike the balance]	No	1	No	1836	CorrReject
vpc3061	critical-1VPC-P_5	37	8	[He will pass the dessert]	Yes	1	Yes	658	Hit
vpc3061	critical-1VPC-P_9	50	8	[She will pair the geese]	Yes	1	Yes	805	Hit
vpc3061	critical-1VPC-P_14	63	8	[She will help out the waiter]	Yes	1	Yes	733	Hit
vpc3061	critical-1VPC-P_19	68	8	[They will carry up the groceries]	No	1	No	1052	CorrReject
vpc3061	critical-1VPC-P_4	73	8	[He will lock the bicycle]	No	1	No	1146	CorrReject
vpc3061	critical-1VPC-P_16	74	8	[She will throw the trash]	No	1	No	1254	CorrReject
vpc3061	critical-1VPC-P_6	78	8	[He will run up the hills]	Yes	1	Yes	866	Hit
vpc3061	critical-1VPC-P_15	79	8	[She will set up the boundaries]	Yes	0	No	586	FalseAlarm
vpc3061	critical-1VPC-P_18	83	8	[They will catch up the students]	Yes	1	Yes	881	Hit
vpc3061	critical-1VPC-P_28	86	8	[We will dress the doll]	No	1	No	901	CorrReject
vpc3061	critical-1VPC-P_21	89	8	[They will lead the dance]	Yes	1	Yes	662	Hit
vpc3061	critical-1VPC-P_20	91	8	[They will live the lie]	No	1	No	865	CorrReject
vpc3061	critical-1VPC-P_30	93	8	[We will pull off the sticker]	Yes	1	Yes	725	Hit
vpc3061	critical-1VPC-P_27	94	8	[We will bring forth the gifts]	No	1	No	1020	CorrReject
vpc3061	critical-1VPC-P_31	102	8	[We will show off the ponies]	Yes	0	No	864	FalseAlarm
vpc3061	critical-1VPC-P_7	104	8	[He will think through the thoughts]	No	1	No	1614	CorrReject
vpc3061	critical-1VPC-P_26	119	8	[We will bust out the moves]	Yes	1	Yes	694	Hit
vpc3061	critical-1VPC-P_25	126	8	[We will throw the towel]	Yes	1	Yes	587	Hit
vpc3061	critical-1VPC-P_24	128	8	[They will wring the rag]	No	1	No	1019	CorrReject
vpc3061	critical-1VPC-P_2	129	8	[He will buy up the land]	Yes	1	Yes	735	Hit
vpc3061	critical-1VPC-P_12	130	8	[She will drive the candidate]	No	1	No	1146	CorrReject
vpc3061	critical-1VPC-P_17	131	8	[They will shoot the hawk]	Yes	1	Yes	849	Hit
vpc3061	critical-1VPC-P_13	145	8	[She will close the cafթ]	Yes	1	Yes	801	Hit
vpc3061	critical-1VPC-P_22	146	8	[They will take over the position]	Yes	1	Yes	976	Hit
vpc3062	critical-1VPC-P_29	4	7	[We will make over the model]	Yes	1	Yes	933	Hit
vpc3062	critical-1VPC-P_4	11	7	[He will cut the meat]	Yes	1	Yes	902	Hit
vpc3062	critical-1VPC-P_18	20	7	[They will mark up the lumber]	Yes	0	No	858	FalseAlarm
vpc3062	critical-1VPC-P_12	23	7	[She will give the prizes]	Yes	1	Yes	1153	Hit
vpc3062	critical-1VPC-P_10	24	7	[She will drive out the trucks]	Yes	0	No	1104	FalseAlarm
vpc3062	critical-1VPC-P_11	25	7	[She will close the slide]	No	1	No	1359	CorrReject
vpc3062	critical-1VPC-P_15	28	7	[She will patch the tire]	Yes	0	No	1143	FalseAlarm
vpc3062	critical-1VPC-P_31	33	7	[We will set the timer]	No	1	No	1454	CorrReject
vpc3062	critical-1VPC-P_21	34	7	[They will seal off the bag]	Yes	1	Yes	784	Hit
vpc3062	critical-1VPC-P_23	40	7	[They will throw the frisbee]	No	1	No	1044	CorrReject
vpc3062	critical-1VPC-P_19	41	7	[They will keep the secret]	No	1	No	1096	CorrReject
vpc3062	critical-1VPC-P_6	54	7	[He will hold up the lizard]	Yes	0	No	1088	FalseAlarm
vpc3062	critical-1VPC-P_27	70	7	[We will call the juror]	No	1	No	798	CorrReject
vpc3062	critical-1VPC-P_30	74	7	[We will mark off the pages]	No	1	No	1140	CorrReject
vpc3062	critical-1VPC-P_24	86	7	[They will find the word]	Yes	1	Yes	965	Hit
vpc3062	critical-1VPC-P_22	87	7	[They will look over the part]	No	1	No	1167	CorrReject
vpc3062	critical-1VPC-P_16	90	7	[She will buy the store]	Yes	1	Yes	1331	Hit
vpc3062	critical-1VPC-P_17	95	7	[They will boil down the soup]	Yes	1	Yes	1088	Hit
vpc3062	critical-1VPC-P_28	96	7	[We will charge the phone]	Yes	1	Yes	1173	Hit
vpc3062	critical-1VPC-P_5	99	7	[He will run over the trail]	Yes	1	Yes	922	Hit
vpc3062	critical-1VPC-P_32	100	7	[We will buy the supplies]	Yes	1	Yes	1181	Hit
vpc3062	critical-1VPC-P_20	101	7	[They will pull the photo]	Yes	1	Yes	1251	Hit
vpc3062	critical-1VPC-P_2	102	7	[He wil round up the fractions]	No	1	No	844	CorrReject
vpc3062	critical-1VPC-P_1	107	7	[He will bring down the crowd]	Yes	1	Yes	917	Hit
vpc3062	critical-1VPC-P_13	125	7	[She will finish up the game]	Yes	1	Yes	1293	Hit
vpc3062	critical-1VPC-P_26	134	7	[We will bail out the prisoner]	Yes	0	No	1365	FalseAlarm
vpc3062	critical-1VPC-P_25	144	7	[We will bring in the dog]	No	0	Yes	1386	Miss
vpc3062	critical-1VPC-P_8	145	7	[He will hold the job]	Yes	1	Yes	805	Hit
vpc3062	critical-1VPC-P_3	152	7	[He will eat the spaghetti]	No	1	No	918	CorrReject
vpc3062	critical-1VPC-P_14	154	7	[She will clear out the drawer]	No	1	No	1154	CorrReject
vpc3062	critical-1VPC-P_9	156	7	[She will break off the stick]	Yes	1	Yes	1186	Hit
vpc3062	critical-1VPC-P_7	158	7	[He will see the rumors]	No	1	No	1838	CorrReject
vpc3063	critical-1VPC-P_9	1	1	[She will break the stick]	Yes	0	No	1023	FalseAlarm
vpc3063	critical-1VPC-P_1	4	1	[He will bring the crowd]	Yes	0	No	1620	FalseAlarm
vpc3063	critical-1VPC-P_15	5	1	[She will patch up the tire]	Yes	1	Yes	1498	Hit
vpc3063	critical-1VPC-P_13	11	1	[She will finish the game]	Yes	0	No	1195	FalseAlarm
vpc3063	critical-1VPC-P_21	13	1	[They will seal the bag]	Yes	0	No	1901	FalseAlarm
vpc3063	critical-1VPC-P_30	14	1	[We will mark the pages]	Yes	1	Yes	1095	Hit
vpc3063	critical-1VPC-P_10	16	1	[She will drive the trucks]	Yes	1	Yes	1034	Hit
vpc3063	critical-1VPC-P_19	17	1	[They will keep up the secret]	Yes	1	Yes	1405	Hit
vpc3063	critical-1VPC-P_20	26	1	[They will pull down the photo]	No	1	No	2356	CorrReject
vpc3063	critical-1VPC-P_4	30	1	[He will cut up the meat]	Yes	0	No	997	FalseAlarm
vpc3063	critical-1VPC-P_22	33	1	[They will look the part]	Yes	1	Yes	888	Hit
vpc3063	critical-1VPC-P_8	39	1	[He will hold down the job]	Yes	0	No	1053	FalseAlarm
vpc3063	critical-1VPC-P_25	43	1	[We will bring the dog]	Yes	0	No	999	FalseAlarm
vpc3063	critical-1VPC-P_23	52	1	[They will throw over the frisbee]	Yes	1	Yes	1385	Hit
vpc3063	critical-1VPC-P_16	57	1	[She will buy out the store]	No	1	No	1708	CorrReject
vpc3063	critical-1VPC-P_11	72	1	[She will close down the slide]	Yes	1	Yes	1083	Hit
vpc3063	critical-1VPC-P_31	73	1	[We will set off the timer]	Yes	1	Yes	1025	Hit
vpc3063	critical-1VPC-P_32	76	1	[We will buy up the supplies]	Yes	0	No	1163	FalseAlarm
vpc3063	critical-1VPC-P_12	82	1	[She will give away the prizes]	No	1	No	1901	CorrReject
vpc3063	critical-1VPC-P_7	83	1	[He will see through the rumors]	Yes	1	Yes	1592	Hit
vpc3063	critical-1VPC-P_6	86	1	[He will hold the lizard]	Yes	1	Yes	695	Hit
vpc3063	critical-1VPC-P_17	95	1	[They will boil the soup]	Yes	0	No	1668	FalseAlarm
vpc3063	critical-1VPC-P_5	112	1	[He will run the trail]	No	1	No	1614	CorrReject
vpc3063	critical-1VPC-P_2	121	1	[He wil round the fractions]	No	0	Yes	1887	Miss
vpc3063	critical-1VPC-P_26	125	1	[We will bail the prisoner]	Yes	1	Yes	1596	Hit
vpc3063	critical-1VPC-P_27	128	1	[We will call forth the juror]	Yes	1	Yes	1784	Hit
vpc3063	critical-1VPC-P_28	131	1	[We will charge up the phone]	No	1	No	1417	CorrReject
vpc3063	critical-1VPC-P_29	137	1	[We will make the model]	No	1	No	1185	CorrReject
vpc3063	critical-1VPC-P_24	144	1	[They will find out the word]	No	1	No	1535	CorrReject
vpc3063	critical-1VPC-P_14	145	1	[She will clear the drawer]	Yes	1	Yes	1033	Hit
vpc3063	critical-1VPC-P_3	148	1	[He will eat up the spaghetti]	Yes	1	Yes	816	Hit
vpc3063	critical-1VPC-P_18	157	1	[They will mark the lumber]	No	0	Yes	1658	Miss
vpc3064	critical-1VPC-P_16	12	2	[She will throw out the trash]	Yes	1	Yes	1387	Hit
vpc3064	critical-1VPC-P_18	13	2	[They will catch the students]	No	1	No	1609	CorrReject
vpc3064	critical-1VPC-P_28	21	2	[We will dress up the doll]	Yes	1	Yes	1313	Hit
vpc3064	critical-1VPC-P_9	43	2	[She will pair off the geese]	Yes	0	No	1797	FalseAlarm
vpc3064	critical-1VPC-P_11	44	2	[She will shut the computer]	Yes	1	Yes	1797	Hit
vpc3064	critical-1VPC-P_3	53	2	[He will cover the research]	Yes	1	Yes	1291	Hit
vpc3064	critical-1VPC-P_20	55	2	[They will live down the lie]	Yes	1	Yes	1467	Hit
vpc3064	critical-1VPC-P_10	61	2	[She will check the books]	Yes	0	No	1609	FalseAlarm
vpc3064	critical-1VPC-P_8	73	2	[He will strike down the balance]	Yes	1	Yes	1052	Hit
vpc3064	critical-1VPC-P_27	80	2	[We will bring the gifts]	Yes	1	Yes	1007	Hit
vpc3064	critical-1VPC-P_7	82	2	[He will think the thoughts]	Yes	1	Yes	1048	Hit
vpc3064	critical-1VPC-P_29	83	2	[We will smooth over the frosting]	Yes	0	No	1007	FalseAlarm
vpc3064	critical-1VPC-P_12	84	2	[She will drive away the candidate]	Yes	1	Yes	1350	Hit
vpc3064	critical-1VPC-P_5	87	2	[He will pass over the dessert]	No	1	No	1499	CorrReject
vpc3064	critical-1VPC-P_15	88	2	[She will set the boundaries]	Yes	1	Yes	1137	Hit
vpc3064	critical-1VPC-P_24	90	2	[They will wring out the rag]	Yes	1	Yes	1229	Hit
vpc3064	critical-1VPC-P_14	93	2	[She will help the waiter]	No	1	No	1371	CorrReject
vpc3064	critical-1VPC-P_30	94	2	[We will pull the sticker]	No	1	No	1577	CorrReject
vpc3064	critical-1VPC-P_19	109	2	[They will carry the groceries]	Yes	1	Yes	1134	Hit
vpc3064	critical-1VPC-P_25	110	2	[We will throw in the towel]	Yes	0	No	1245	FalseAlarm
vpc3064	critical-1VPC-P_13	113	2	[She will close up the cafթ]	Yes	0	No	1354	FalseAlarm
vpc3064	critical-1VPC-P_17	117	2	[They will shoot down the hawk]	No	1	No	1335	CorrReject
vpc3064	critical-1VPC-P_22	120	2	[They will take the position]	No	1	No	1792	CorrReject
vpc3064	critical-1VPC-P_4	130	2	[He will lock up the bicycle]	Yes	1	Yes	1364	Hit
vpc3064	critical-1VPC-P_6	131	2	[He will run the hills]	No	1	No	1231	CorrReject
vpc3064	critical-1VPC-P_31	135	2	[We will show the ponies]	Yes	1	Yes	1050	Hit
vpc3064	critical-1VPC-P_21	140	2	[They will lead off the dance]	No	1	No	1409	CorrReject
vpc3064	critical-1VPC-P_1	147	2	[He will hold down the line]	Yes	0	No	1489	FalseAlarm
vpc3064	critical-1VPC-P_26	148	2	[We will bust the moves]	No	1	No	1547	CorrReject
vpc3064	critical-1VPC-P_32	150	2	[We will tie up the canoe]	Yes	1	Yes	1924	Hit
vpc3064	critical-1VPC-P_2	151	2	[He will buy the land]	No	1	No	1222	CorrReject
vpc3064	critical-1VPC-P_23	158	2	[They will check the essays]	Yes	1	Yes	1115	Hit
vpc3065	critical-1VPC-P_8	5	2	[He will strike down the balance]	Yes	1	Yes	1250	Hit
vpc3065	critical-1VPC-P_17	8	2	[They will shoot down the hawk]	No	1	No	1491	CorrReject
vpc3065	critical-1VPC-P_16	9	2	[She will throw out the trash]	Yes	1	Yes	1153	Hit
vpc3065	critical-1VPC-P_26	13	2	[We will bust the moves]	No	1	No	2479	CorrReject
vpc3065	critical-1VPC-P_9	16	2	[She will pair off the geese]	No	1	No	2038	CorrReject
vpc3065	critical-1VPC-P_31	18	2	[We will show the ponies]	Yes	1	Yes	1267	Hit
vpc3065	critical-1VPC-P_1	24	2	[He will hold down the line]	No	1	No	1516	CorrReject
vpc3065	critical-1VPC-P_22	28	2	[They will take the position]	No	1	No	1566	CorrReject
vpc3065	critical-1VPC-P_12	31	2	[She will drive away the candidate]	Yes	1	Yes	1243	Hit
vpc3065	critical-1VPC-P_21	33	2	[They will lead off the dance]	Yes	0	No	1425	FalseAlarm
vpc3065	critical-1VPC-P_32	36	2	[We will tie up the canoe]	Yes	1	Yes	1352	Hit
vpc3065	critical-1VPC-P_25	38	2	[We will throw in the towel]	Yes	0	No	2475	FalseAlarm
vpc3065	critical-1VPC-P_15	42	2	[She will set the boundaries]	Yes	1	Yes	1020	Hit
vpc3065	critical-1VPC-P_30	43	2	[We will pull the sticker]	No	1	No	1173	CorrReject
vpc3065	critical-1VPC-P_7	49	2	[He will think the thoughts]	Yes	1	Yes	1071	Hit
vpc3065	critical-1VPC-P_10	54	2	[She will check the books]	No	1	No	1208	CorrReject
vpc3065	critical-1VPC-P_20	64	2	[They will live down the lie]	Yes	1	Yes	1817	Hit
vpc3065	critical-1VPC-P_29	83	2	[We will smooth over the frosting]	Yes	0	No	1556	FalseAlarm
vpc3065	critical-1VPC-P_14	87	2	[She will help the waiter]	Yes	0	No	1087	FalseAlarm
vpc3065	critical-1VPC-P_6	97	2	[He will run the hills]	No	1	No	1061	CorrReject
vpc3065	critical-1VPC-P_3	98	2	[He will cover the research]	Yes	1	Yes	1573	Hit
vpc3065	critical-1VPC-P_11	99	2	[She will shut the computer]	Yes	1	Yes	1140	Hit
vpc3065	critical-1VPC-P_19	111	2	[They will carry the groceries]	Yes	1	Yes	930	Hit
vpc3065	critical-1VPC-P_23	114	2	[They will check the essays]	Yes	1	Yes	935	Hit
vpc3065	critical-1VPC-P_18	115	2	[They will catch the students]	No	1	No	1875	CorrReject
vpc3065	critical-1VPC-P_28	116	2	[We will dress up the doll]	Yes	1	Yes	1359	Hit
vpc3065	critical-1VPC-P_24	119	2	[They will wring out the rag]	Yes	1	Yes	994	Hit
vpc3065	critical-1VPC-P_13	120	2	[She will close up the cafթ]	Yes	0	No	1455	FalseAlarm
vpc3065	critical-1VPC-P_4	131	2	[He will lock up the bicycle]	Yes	1	Yes	932	Hit
vpc3065	critical-1VPC-P_2	152	2	[He will buy the land]	No	1	No	1369	CorrReject
vpc3065	critical-1VPC-P_27	153	2	[We will bring the gifts]	Yes	1	Yes	1146	Hit
vpc3066	critical-1VPC-P_28	1	3	[We will charge the phone]	Yes	1	Yes	1106	Hit
vpc3066	critical-1VPC-P_29	5	3	[We will make over the model]	Yes	1	Yes	1673	Hit
vpc3066	critical-1VPC-P_15	7	3	[She will patch the tire]	No	1	No	1672	CorrReject
vpc3066	critical-1VPC-P_4	11	3	[He will cut the meat]	Yes	1	Yes	1091	Hit
vpc3066	critical-1VPC-P_20	12	3	[They will pull the photo]	Yes	1	Yes	1141	Hit
vpc3066	critical-1VPC-P_30	14	3	[We will mark off the pages]	No	1	No	1845	CorrReject
vpc3066	critical-1VPC-P_31	19	3	[We will set the timer]	No	1	No	1654	CorrReject
vpc3066	critical-1VPC-P_24	21	3	[They will find the word]	Yes	1	Yes	1509	Hit
vpc3066	critical-1VPC-P_19	22	3	[They will keep the secret]	Yes	0	No	1939	FalseAlarm
vpc3066	critical-1VPC-P_2	25	3	[He wil round up the fractions]	No	1	No	1709	CorrReject
vpc3066	critical-1VPC-P_23	32	3	[They will throw the frisbee]	No	1	No	1409	CorrReject
vpc3066	critical-1VPC-P_10	37	3	[She will drive out the trucks]	No	1	No	2114	CorrReject
vpc3066	critical-1VPC-P_26	43	3	[We will bail out the prisoner]	No	1	No	2197	CorrReject
vpc3066	critical-1VPC-P_17	48	3	[They will boil down the soup]	Yes	1	Yes	1482	Hit
vpc3066	critical-1VPC-P_14	54	3	[She will clear out the drawer]	No	1	No	1369	CorrReject
vpc3066	critical-1VPC-P_27	64	3	[We will call the juror]	No	1	No	1399	CorrReject
vpc3066	critical-1VPC-P_25	66	3	[We will bring in the dog]	Yes	1	Yes	1078	Hit
vpc3066	critical-1VPC-P_32	86	3	[We will buy the supplies]	Yes	1	Yes	1113	Hit
vpc3066	critical-1VPC-P_6	89	3	[He will hold up the lizard]	No	1	No	1367	CorrReject
vpc3066	critical-1VPC-P_16	102	3	[She will buy the store]	Yes	1	Yes	992	Hit
vpc3066	critical-1VPC-P_12	105	3	[She will give the prizes]	Yes	1	Yes	1440	Hit
vpc3066	critical-1VPC-P_3	110	3	[He will eat the spaghetti]	No	1	No	1558	CorrReject
vpc3066	critical-1VPC-P_5	114	3	[He will run over the trail]	Yes	1	Yes	1244	Hit
vpc3066	critical-1VPC-P_9	116	3	[She will break off the stick]	Yes	1	Yes	1082	Hit
vpc3066	critical-1VPC-P_11	126	3	[She will close the slide]	No	1	No	1259	CorrReject
vpc3066	critical-1VPC-P_8	132	3	[He will hold the job]	Yes	1	Yes	957	Hit
vpc3066	critical-1VPC-P_13	139	3	[She will finish up the game]	Yes	1	Yes	1482	Hit
vpc3066	critical-1VPC-P_21	147	3	[They will seal off the bag]	Yes	1	Yes	1075	Hit
vpc3066	critical-1VPC-P_7	154	3	[He will see the rumors]	No	1	No	1326	CorrReject
vpc3066	critical-1VPC-P_1	155	3	[He will bring down the crowd]	Yes	1	Yes	1303	Hit
vpc3066	critical-1VPC-P_18	156	3	[They will mark up the lumber]	No	1	No	1415	CorrReject
vpc3067	critical-1VPC-P_19	3	3	[They will keep the secret]	Yes	0	No	1777	FalseAlarm
vpc3067	critical-1VPC-P_12	8	3	[She will give the prizes]	Yes	1	Yes	1519	Hit
vpc3067	critical-1VPC-P_23	9	3	[They will throw the frisbee]	Yes	0	No	1516	FalseAlarm
vpc3067	critical-1VPC-P_14	13	3	[She will clear out the drawer]	Yes	0	No	1487	FalseAlarm
vpc3067	critical-1VPC-P_29	19	3	[We will make over the model]	Yes	1	Yes	1644	Hit
vpc3067	critical-1VPC-P_22	20	3	[They will look over the part]	No	1	No	1157	CorrReject
vpc3067	critical-1VPC-P_13	23	3	[She will finish up the game]	Yes	1	Yes	1535	Hit
vpc3067	critical-1VPC-P_5	26	3	[He will run over the trail]	Yes	1	Yes	1519	Hit
vpc3067	critical-1VPC-P_27	27	3	[We will call the juror]	No	1	No	1495	CorrReject
vpc3067	critical-1VPC-P_21	39	3	[They will seal off the bag]	Yes	1	Yes	1404	Hit
vpc3067	critical-1VPC-P_7	41	3	[He will see the rumors]	No	1	No	1536	CorrReject
vpc3067	critical-1VPC-P_4	42	3	[He will cut the meat]	Yes	1	Yes	1194	Hit
vpc3067	critical-1VPC-P_3	43	3	[He will eat the spaghetti]	Yes	0	No	1526	FalseAlarm
vpc3067	critical-1VPC-P_2	64	3	[He wil round up the fractions]	Yes	0	No	1218	FalseAlarm
vpc3067	critical-1VPC-P_18	65	3	[They will mark up the lumber]	No	1	No	1377	CorrReject
vpc3067	critical-1VPC-P_8	75	3	[He will hold the job]	Yes	1	Yes	1021	Hit
vpc3067	critical-1VPC-P_15	76	3	[She will patch the tire]	Yes	0	No	1967	FalseAlarm
vpc3067	critical-1VPC-P_24	78	3	[They will find the word]	Yes	1	Yes	1345	Hit
vpc3067	critical-1VPC-P_28	85	3	[We will charge the phone]	Yes	1	Yes	1298	Hit
vpc3067	critical-1VPC-P_9	94	3	[She will break off the stick]	Yes	1	Yes	1427	Hit
vpc3067	critical-1VPC-P_6	100	3	[He will hold up the lizard]	No	1	No	1795	CorrReject
vpc3067	critical-1VPC-P_10	101	3	[She will drive out the trucks]	No	1	No	1922	CorrReject
vpc3067	critical-1VPC-P_26	103	3	[We will bail out the prisoner]	Yes	0	No	1472	FalseAlarm
vpc3067	critical-1VPC-P_32	104	3	[We will buy the supplies]	Yes	1	Yes	1627	Hit
vpc3067	critical-1VPC-P_11	116	3	[She will close the slide]	Yes	0	No	1553	FalseAlarm
vpc3067	critical-1VPC-P_25	120	3	[We will bring in the dog]	Yes	1	Yes	1277	Hit
vpc3067	critical-1VPC-P_31	134	3	[We will set the timer]	Yes	0	No	1862	FalseAlarm
vpc3067	critical-1VPC-P_20	140	3	[They will pull the photo]	Yes	1	Yes	1260	Hit
vpc3067	critical-1VPC-P_17	148	3	[They will boil down the soup]	Yes	1	Yes	1172	Hit
vpc3067	critical-1VPC-P_1	150	3	[He will bring down the crowd]	Yes	1	Yes	1460	Hit
vpc3067	critical-1VPC-P_16	151	3	[She will buy the store]	Yes	1	Yes	848	Hit
vpc3067	critical-1VPC-P_30	159	3	[We will mark off the pages]	No	1	No	1024	CorrReject
vpc3068	critical-1VPC-P_17	7	4	[They will shoot the hawk]	Yes	1	Yes	1441	Hit
vpc3068	critical-1VPC-P_10	9	4	[She will check out the books]	Yes	1	Yes	1006	Hit
vpc3068	critical-1VPC-P_27	10	4	[We will bring forth the gifts]	No	1	No	1267	CorrReject
vpc3068	critical-1VPC-P_21	13	4	[They will lead the dance]	Yes	1	Yes	1035	Hit
vpc3068	critical-1VPC-P_18	25	4	[They will catch up the students]	Yes	1	Yes	2007	Hit
vpc3068	critical-1VPC-P_14	28	4	[She will help out the waiter]	Yes	1	Yes	1242	Hit
vpc3068	critical-1VPC-P_1	33	4	[He will hold the line]	Yes	1	Yes	1327	Hit
vpc3068	critical-1VPC-P_13	35	4	[She will close the cafթ]	Yes	1	Yes	1203	Hit
vpc3068	critical-1VPC-P_22	43	4	[They will take over the position]	Yes	1	Yes	1277	Hit
vpc3068	critical-1VPC-P_6	45	4	[He will run up the hills]	Yes	1	Yes	1410	Hit
